GID	GO_ONTOLOGY	GO_ID	GO_TERM_NAME	GO_EVIDENCE_CODE
CNAG_06808	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06809	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_06809	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06809	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_06809	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_06809	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_06809	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_06809	Biological Process	GO:0072709	cellular response to sorbitol	HMP
CNAG_06809	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_06810	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06811	Molecular Function	GO:0003735	structural constituent of ribosome	IEA
CNAG_06811	Cellular Component	GO:0005840	ribosome	IEA
CNAG_06811	Biological Process	GO:0006412	translation	IEA
CNAG_06812	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06812	Molecular Function	GO:0004630	phospholipase D activity	IEA
CNAG_06812	Biological Process	GO:0006654	phosphatidic acid biosynthetic process	IEA
CNAG_06812	Biological Process	GO:0015031	protein transport	IEA
CNAG_06812	Biological Process	GO:0016042	lipid catabolic process	IEA
CNAG_06812	Molecular Function	GO:0035091	phosphatidylinositol binding	IEA
CNAG_06812	Biological Process	GO:0048017	inositol lipid-mediated signaling	IEA
CNAG_06812	Molecular Function	GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	IEA
CNAG_06814	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06814	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06814	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06814	Biological Process	GO:0007618	mating	HMP
CNAG_06814	Biological Process	GO:0007618	mating	IMP
CNAG_06814	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_06814	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_06815	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06815	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06815	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06816	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06816	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06816	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06817	Cellular Component	GO:0016020	membrane	IEA
CNAG_06817	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06817	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06817	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06818	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_06818	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06818	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06818	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_06818	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06818	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06818	Biological Process	GO:0009408	response to heat	HMP
CNAG_06818	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_06818	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_06819	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06819	Molecular Function	GO:0004386	helicase activity	IEA
CNAG_06819	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06819	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06819	Biological Process	GO:0006281	DNA repair	IEA
CNAG_06819	Biological Process	GO:0006338	chromatin remodeling	IEA
CNAG_06819	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_06819	Molecular Function	GO:0016887	ATP hydrolysis activity	IEA
CNAG_06819	Cellular Component	GO:0031011	Ino80 complex	IEA
CNAG_06821	Biological Process	GO:0006811	ion transport	IEA
CNAG_06821	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06821	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06821	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06824	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06825	Biological Process	GO:0006890	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	IEA
CNAG_06825	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06826	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06826	Biological Process	GO:0006338	chromatin remodeling	IEA
CNAG_06826	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06826	Biological Process	GO:0043486	histone exchange	IEA
CNAG_06828	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06829	Molecular Function	GO:0004506	squalene monooxygenase activity	IEA
CNAG_06829	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06829	Biological Process	GO:0016126	sterol biosynthetic process	IEA
CNAG_06829	Cellular Component	GO:0031090	organelle membrane	IEA
CNAG_06829	Cellular Component	GO:0043231	intracellular membrane-bounded organelle	IEA
CNAG_06829	Molecular Function	GO:0050660	flavin adenine dinucleotide binding	IEA
CNAG_06829	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06830	Biological Process	GO:0000105	histidine biosynthetic process	IEA
CNAG_06830	Molecular Function	GO:0004399	histidinol dehydrogenase activity	IEA
CNAG_06830	Molecular Function	GO:0004635	phosphoribosyl-AMP cyclohydrolase activity	IEA
CNAG_06830	Molecular Function	GO:0004636	phosphoribosyl-ATP diphosphatase activity	IEA
CNAG_06830	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06830	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06830	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06830	Molecular Function	GO:0051287	NAD binding	IEA
CNAG_06830	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06832	Molecular Function	GO:0004553	"hydrolase activity, hydrolyzing O-glycosyl compounds"	IEA
CNAG_06832	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_06832	Biological Process	GO:0006078	(1->6)-beta-D-glucan biosynthetic process	IEA
CNAG_06832	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06834	Molecular Function	GO:0000030	mannosyltransferase activity	IEA
CNAG_06834	Molecular Function	GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	IEA
CNAG_06834	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_06834	Biological Process	GO:0006493	protein O-linked glycosylation	IEA
CNAG_06834	Cellular Component	GO:0016020	membrane	IEA
CNAG_06834	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06835	Molecular Function	GO:0004553	"hydrolase activity, hydrolyzing O-glycosyl compounds"	IEA
CNAG_06835	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_06835	Biological Process	GO:0006078	(1->6)-beta-D-glucan biosynthetic process	IEA
CNAG_06835	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06835	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_06835	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_06836	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06836	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06838	Molecular Function	GO:0003724	RNA helicase activity	IEA
CNAG_06838	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06838	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_06838	Molecular Function	GO:0016817	"hydrolase activity, acting on acid anhydrides"	IEA
CNAG_06839	Molecular Function	GO:0000773	phosphatidyl-N-methylethanolamine N-methyltransferase activity	IEA
CNAG_06839	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_06839	Biological Process	GO:0006656	phosphatidylcholine biosynthetic process	IEA
CNAG_06839	Molecular Function	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	IEA
CNAG_06839	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06839	Cellular Component	GO:0031966	mitochondrial membrane	IEA
CNAG_06839	Biological Process	GO:0032259	methylation	IEA
CNAG_06839	Molecular Function	GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity	IEA
CNAG_06840	Molecular Function	GO:0003746	translation elongation factor activity	IEA
CNAG_06840	Molecular Function	GO:0003924	GTPase activity	IEA
CNAG_06840	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_06843	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06843	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06845	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_06845	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06845	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_06846	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06847	Molecular Function	GO:0003735	structural constituent of ribosome	IEA
CNAG_06847	Cellular Component	GO:0005840	ribosome	IEA
CNAG_06847	Biological Process	GO:0006412	translation	IEA
CNAG_06848	Molecular Function	GO:0008289	lipid binding	IEA
CNAG_06848	Molecular Function	GO:0015078	proton transmembrane transporter activity	IEA
CNAG_06848	Biological Process	GO:0015986	ATP synthesis coupled proton transport	IEA
CNAG_06848	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06848	Cellular Component	GO:0033177	"proton-transporting two-sector ATPase complex, proton-transporting domain"	IEA
CNAG_06848	Cellular Component	GO:0045263	"proton-transporting ATP synthase complex, coupling factor F(o)"	IEA
CNAG_06848	Biological Process	GO:1902600	proton transmembrane transport	IEA
CNAG_06849	Molecular Function	GO:0004754	"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity"	IEA
CNAG_06849	Biological Process	GO:0009085	lysine biosynthetic process	IEA
CNAG_06849	Biological Process	GO:0019878	lysine biosynthetic process via aminoadipic acid	IEA
CNAG_06852	Cellular Component	GO:0070461	SAGA-type complex	IEA
CNAG_06854	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06860	Biological Process	GO:0000724	double-strand break repair via homologous recombination	IEA
CNAG_06860	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06860	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06860	Biological Process	GO:0006281	DNA repair	IEA
CNAG_06860	Biological Process	GO:0007062	sister chromatid cohesion	IEA
CNAG_06860	Cellular Component	GO:0030915	Smc5-Smc6 complex	IEA
CNAG_06861	Cellular Component	GO:0000124	SAGA complex	IEA
CNAG_06861	Cellular Component	GO:0005669	transcription factor TFIID complex	IEA
CNAG_06861	Biological Process	GO:0006352	"DNA-templated transcription, initiation"	IEA
CNAG_06861	Cellular Component	GO:0046695	SLIK (SAGA-like) complex	IEA
CNAG_06861	Molecular Function	GO:0046982	protein heterodimerization activity	IEA
CNAG_06862	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06862	Molecular Function	GO:0016409	palmitoyltransferase activity	IEA
CNAG_06862	Molecular Function	GO:0019706	protein-cysteine S-palmitoyltransferase activity	IEA
CNAG_06863	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_06868	Cellular Component	GO:0000015	phosphopyruvate hydratase complex	IEA
CNAG_06868	Molecular Function	GO:0000287	magnesium ion binding	IEA
CNAG_06868	Molecular Function	GO:0004634	phosphopyruvate hydratase activity	IEA
CNAG_06868	Biological Process	GO:0006096	glycolytic process	IEA
CNAG_06869	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06870	Molecular Function	GO:0016829	lyase activity	IEA
CNAG_06871	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_06871	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06871	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06871	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_06871	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06871	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06871	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_06872	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06873	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06874	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06874	Molecular Function	GO:0016829	lyase activity	IEA
CNAG_06875	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06875	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06875	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06876	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06876	Molecular Function	GO:0051213	dioxygenase activity	IEA
CNAG_06876	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06880	Cellular Component	GO:0005758	mitochondrial intermembrane space	IEA
CNAG_06881	Biological Process	GO:0042254	ribosome biogenesis	IEA
CNAG_06881	Biological Process	GO:0042256	mature ribosome assembly	IEA
CNAG_06887	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_06887	Cellular Component	GO:0012507	ER to Golgi transport vesicle membrane	IEA
CNAG_06887	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06887	Cellular Component	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	IEA
CNAG_06887	Biological Process	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	IEA
CNAG_06888	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06889	Biological Process	GO:0006812	cation transport	IEA
CNAG_06889	Molecular Function	GO:0015299	solute:proton antiporter activity	IEA
CNAG_06889	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06889	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06890	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06890	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06890	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06891	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06891	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_06891	Biological Process	GO:0016192	vesicle-mediated transport	IEA
CNAG_06891	Molecular Function	GO:0016279	protein-lysine N-methyltransferase activity	IEA
CNAG_06892	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06892	Biological Process	GO:0006914	autophagy	IEA
CNAG_06892	Biological Process	GO:0015031	protein transport	IEA
CNAG_06893	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06896	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06896	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_06898	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06899	Cellular Component	GO:0000502	proteasome complex	IEA
CNAG_06899	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06899	Molecular Function	GO:0030234	enzyme regulator activity	IEA
CNAG_06900	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06900	Molecular Function	GO:0004619	phosphoglycerate mutase activity	IEA
CNAG_06900	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06900	Biological Process	GO:0006007	glucose catabolic process	IEA
CNAG_06900	Biological Process	GO:0006096	glycolytic process	IEA
CNAG_06900	Molecular Function	GO:0030145	manganese ion binding	IEA
CNAG_06900	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06901	Molecular Function	GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	IEA
CNAG_06901	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_06901	Biological Process	GO:0006487	protein N-linked glycosylation	IEA
CNAG_06901	Biological Process	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	IEA
CNAG_06901	Molecular Function	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	IEA
CNAG_06901	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06901	Molecular Function	GO:0016757	glycosyltransferase activity	IEA
CNAG_06901	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06903	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_06903	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06903	Molecular Function	GO:0030145	manganese ion binding	IEA
CNAG_06905	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06906	Cellular Component	GO:0000932	P-body	IDA
CNAG_06906	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06906	Molecular Function	GO:0003743	translation initiation factor activity	IEA
CNAG_06907	Cellular Component	GO:0016021	integral component of membrane	IEA
